content,annotation,extras
lol figured. So anyway  anna is still being a bitch(sorry for the language) She doesnt want to go on the trip. So now onto plan B,"{'notes': '', 'label': ['1']}",
anna just has to ruin the holidays for me  just like every year. Damn you anna!,"{'notes': '', 'label': ['1']}",
rock out with ur cock out dude!!!,"{'notes': '', 'label': ['1']}",
that's a shame  I hate having to unfollow someone! :-P,"{'notes': '', 'label': ['1']}",
BIG FAT HARD HAWAIIAN DICK. Too much?,"{'notes': '', 'label': ['1']}",
 i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,"{'notes': '', 'label': ['1']}",
LOL - nah  that's just what we tell the loser guests that we usually toss down in the newsroom!! oh  wait...,"{'notes': '', 'label': ['1']}",
Israelis to Spanish FM ... Kiss my ass.,"{'notes': '', 'label': ['1']}",
No  but I'm saying that money that has gone into Gaza SHOULD be feeding people  not waging war and breding hate.,"{'notes': '', 'label': ['1']}",
I had a dream involving a rhino chasing me because of my polo cologne. Everyone says it represents a fat woman. My life sucks.,"{'notes': '', 'label': ['1']}",
Taking the piss = talking trash  perhaps,"{'notes': '', 'label': ['1']}",
& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,"{'notes': '', 'label': ['1']}",
& @babysinead i've never even met him in person. he's a fucking douche.,"{'notes': '', 'label': ['1']}",
I get that too! It sucks!,"{'notes': '', 'label': ['1']}",
hey fag why you gotta ask the whole world!? j/k your awesome,"{'notes': '', 'label': ['1']}",
gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,"{'notes': '', 'label': ['1']}",
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,"{'notes': '', 'label': ['1']}",
Damn skippy. I should be dead 10 times over......,"{'notes': '', 'label': ['1']}",
Its foggy as hell here too. Looks like damn Seattle.,"{'notes': '', 'label': ['1']}",
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),"{'notes': '', 'label': ['1']}",
Do you really have a big man ass?,"{'notes': '', 'label': ['1']}",
i don't know that bambi's ass is a nice place. LOL,"{'notes': '', 'label': ['1']}",
attention whore!,"{'notes': '', 'label': ['1']}",
I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,"{'notes': '', 'label': ['1']}",
http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,"{'notes': '', 'label': ['1']}",
no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,"{'notes': '', 'label': ['1']}",
AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,"{'notes': '', 'label': ['1']}",
Praying for your grandmother and your momma. I hate that they are facing so much.,"{'notes': '', 'label': ['1']}",
bitch please your gorgeous,"{'notes': '', 'label': ['1']}",
i fucking hate that word  hahaha.,"{'notes': '', 'label': ['1']}",
i know  haha. 1408 is so gay. i don't even know why i'm watching it.,"{'notes': '', 'label': ['1']}",
omg - that sucks arse! I am so sorry =/,"{'notes': '', 'label': ['1']}",
Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,"{'notes': '', 'label': ['1']}",
Ye Olde Cock looks nice.,"{'notes': '', 'label': ['1']}",
sure you can  I'll hide the flashlight. go emo go!,"{'notes': '', 'label': ['1']}",
emang lagu2nya emo? bukannya mellow? :D,"{'notes': '', 'label': ['1']}",
gitu emo jaman dulu ya :D,"{'notes': '', 'label': ['1']}",
Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,"{'notes': '', 'label': ['1']}",
I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,"{'notes': '', 'label': ['1']}",
lawl. Sucks to be THEM  then.,"{'notes': '', 'label': ['1']}",
I'd die first. Damn fareway.,"{'notes': '', 'label': ['1']}",
LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,"{'notes': '', 'label': ['1']}",
I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,"{'notes': '', 'label': ['1']}",
holy fucking jesus mother  gad damnit WTF? wow.,"{'notes': '', 'label': ['1']}",
really? Thank fucking god for sleeping pills!,"{'notes': '', 'label': ['1']}",
dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,"{'notes': '', 'label': ['1']}",
Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,"{'notes': '', 'label': ['1']}",
you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,"{'notes': '', 'label': ['1']}",
I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,"{'notes': '', 'label': ['1']}",
depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,"{'notes': '', 'label': ['1']}",
he won't wanna pet the guinea pig?,"{'notes': '', 'label': ['1']}",
i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,"{'notes': '', 'label': ['1']}",
no prob  but watch out  it's fucking addictive!,"{'notes': '', 'label': ['1']}",
re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,"{'notes': '', 'label': ['1']}",
Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,"{'notes': '', 'label': ['1']}",
I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),"{'notes': '', 'label': ['1']}",
I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,"{'notes': '', 'label': ['1']}",
well damn we should have had a tweet up. I was at Kona last night as well.,"{'notes': '', 'label': ['1']}",
ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,"{'notes': '', 'label': ['1']}",
eeeeew  I wanna cum ;),"{'notes': '', 'label': ['1']}",
 AAYE!!!  richard gre is NOT gay-re :P,"{'notes': '', 'label': ['1']}",
fuck yeah bra,"{'notes': '', 'label': ['1']}",
nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,"{'notes': '', 'label': ['1']}",
Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,"{'notes': '', 'label': ['1']}",
#NAME?,"{'notes': '', 'label': ['1']}",
 GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),"{'notes': '', 'label': ['1']}",
Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,"{'notes': '', 'label': ['1']}",
The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,"{'notes': '', 'label': ['1']}",
 me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,"{'notes': '', 'label': ['1']}",
"says ""no more pizzas for the situation room! or else we will be fat when the war is over...""","{'notes': '', 'label': ['1']}",
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,"{'notes': '', 'label': ['1']}",
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,"{'notes': '', 'label': ['1']}",
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,"{'notes': '', 'label': ['1']}",
wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,"{'notes': '', 'label': ['1']}",
hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,"{'notes': '', 'label': ['1']}",
yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,"{'notes': '', 'label': ['1']}",
Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,"{'notes': '', 'label': ['1']}",
Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,"{'notes': '', 'label': ['1']}",
she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,"{'notes': '', 'label': ['1']}",
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,"{'notes': '', 'label': ['1']}",
what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,"{'notes': '', 'label': ['1']}",
sucks  don't it?,"{'notes': '', 'label': ['1']}",
doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,"{'notes': '', 'label': ['1']}",
Agreed!  Twitter showed the way with the whale ;),"{'notes': '', 'label': ['1']}",
No- shopping isn't what sucks! It's the crowds that cause the trouble. haha! Love your website btw!!,"{'notes': '', 'label': ['1']}",
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,"{'notes': '', 'label': ['1']}",
Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,"{'notes': '', 'label': ['1']}",
Are we going to see an appearance of the 'fuck me' boots? :P,"{'notes': '', 'label': ['1']}",
Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,"{'notes': '', 'label': ['1']}",
Wtf. Fuck you,"{'notes': '', 'label': ['1']}",
Lawlz. yr a bitch. hoe.,"{'notes': '', 'label': ['1']}",
Sorry you bitch punched TEO.,"{'notes': '', 'label': ['1']}",
oh no  I always try to make my desk look neat. Fail whale. There are always newspapers piling up  cables are worse!,"{'notes': '', 'label': ['1']}",
Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),"{'notes': '', 'label': ['1']}",
Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,"{'notes': '', 'label': ['1']}",
Lol  I'm not enough of a LOTR nerd to need to install Tolkien fonts. :),"{'notes': '', 'label': ['1']}",
it was a good show...dude!  Did you call in gay  rotfl,"{'notes': '', 'label': ['1']}",
hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing,"{'notes': '', 'label': ['1']}",
LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,"{'notes': '', 'label': ['1']}",
"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!","{'notes': '', 'label': ['1']}",
Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno,"{'notes': '', 'label': ['1']}",
Gee  i might if the person running this hadn't been such a bitch to me. I'll focus my efforts elsewhere  thanks.,"{'notes': '', 'label': ['1']}",
haha you'd think so right? I AM giving something away though i'm just surprised cause it's that high..my sqz  pg honestly sucks lol,"{'notes': '', 'label': ['1']}",
heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,"{'notes': '', 'label': ['1']}",
 i just fucking beat you!,"{'notes': '', 'label': ['1']}",
HOLY FUCK! that was one tough fucking cow!,"{'notes': '', 'label': ['1']}",
yeah i know but its also too bad about the children ya know BECAUsE I FUCKING WON!,"{'notes': '', 'label': ['1']}",
Heh  his name's Jeremy (stupid little nerd  but he's up for any challenge.) And he's about to break  anyway.,"{'notes': '', 'label': ['1']}",
hippies hate that stuff... too chemical-y. This is true when used in ENORMOUS amounts.,"{'notes': '', 'label': ['1']}",
i have to go inside of you tomorrow. i hate myself every time i am in you. i feel cheap and dirty.,"{'notes': '', 'label': ['1']}",
#NAME?,"{'notes': '', 'label': ['1']}",
"(RT) Fat Bastard (my beagle) is writing his ""tail-all"" confessional diary about online dating...","{'notes': '', 'label': ['1']}",
- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing),"{'notes': '', 'label': ['1']}",
jizz in my pants is old news nigga. Keep up LOL. instead of doing it locally just come over early and do it here. Fuck local shit,"{'notes': '', 'label': ['1']}",
@lastlee...that movie was good...not boring...very gay....but equally good,"{'notes': '', 'label': ['1']}",
fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash,"{'notes': '', 'label': ['1']}",
